"SP1","SP2","DISTANCE"
"trinacris","guadarramae",294.42815
"trinacris","virescens",294.42815
"trinacris","hispanicus",294.42815
"trinacris","vaucheri",294.42815
"trinacris","carbonelli",294.42815
"trinacris","liolepis",294.42815
"trinacris","natrix",294.42795
"trinacris","astreptophora",294.42795
"trinacris","helvetica",294.42795
"trinacris","colchica",294.428
"trinacris","fragilis",294.428
"trinacris","orbicularis",5
"trinacris","trinacris",0
"trinacris","varius",281.71465
"trinacris","ruber",281.71465
"trinacris","nuchalis",281.71465
"trinacris","salar",449.07265
"trinacris","trutta",449.07265
"trinacris","senegalensis",449.07265
"trinacris","aegyptiaca",449.07265
"varius","bombina",346.1499
"varius","variegata",346.1499
"varius","marmoratus",346.1498
"varius","pygmaeus",346.1498
"varius","ivanbureschi",346.1498
"varius","anatolicus",346.1498
"varius","macedonicus",346.1498
"varius","cristatus",346.1498
"varius","montandoni",346.1498005
"varius","vulgaris",346.1498005
"varius","glareolus",316.64005
"varius","rutilus",316.64005
"varius","bocagei",294.4283
"varius","guadarramae",294.4283
"varius","virescens",294.4283
"varius","hispanicus",294.4283
"varius","vaucheri",294.4283
"varius","carbonelli",294.4283
"varius","liolepis",294.4283
"varius","natrix",294.4281
"varius","astreptophora",294.4281
"varius","helvetica",294.4281
"varius","colchica",294.42815
"varius","fragilis",294.42815
"varius","orbicularis",281.71465
"varius","trinacris",281.71465
"varius","varius",0
"varius","ruber",1.1
"varius","nuchalis",1.1
"varius","salar",449.0728
"varius","trutta",449.0728
"varius","senegalensis",449.0728
"varius","aegyptiaca",449.0728
"ruber","bombina",346.1499
"ruber","variegata",346.1499
"ruber","marmoratus",346.1498
"ruber","pygmaeus",346.1498
"ruber","ivanbureschi",346.1498
"ruber","anatolicus",346.1498
"ruber","macedonicus",346.1498
"ruber","cristatus",346.1498
"ruber","montandoni",346.1498005
"ruber","vulgaris",346.1498005
"ruber","glareolus",316.64005
"ruber","rutilus",316.64005
"ruber","bocagei",294.4283
"ruber","guadarramae",294.4283
"ruber","virescens",294.4283
"ruber","hispanicus",294.4283
"ruber","vaucheri",294.4283
"ruber","carbonelli",294.4283
"ruber","liolepis",294.4283
"ruber","natrix",294.4281
"ruber","astreptophora",294.4281
"ruber","helvetica",294.4281
"ruber","colchica",294.42815
"ruber","fragilis",294.42815
"ruber","orbicularis",281.71465
"ruber","trinacris",281.71465
"ruber","varius",1.1
"ruber","ruber",0
"ruber","nuchalis",0.3
"ruber","salar",449.0728
"ruber","trutta",449.0728
"ruber","senegalensis",449.0728
"ruber","aegyptiaca",449.0728
"nuchalis","bombina",346.1499
"nuchalis","variegata",346.1499
"nuchalis","marmoratus",346.1498
"nuchalis","pygmaeus",346.1498
"nuchalis","ivanbureschi",346.1498
"nuchalis","anatolicus",346.1498
"nuchalis","macedonicus",346.1498
"nuchalis","cristatus",346.1498
"nuchalis","montandoni",346.1498005
"nuchalis","vulgaris",346.1498005
"nuchalis","glareolus",316.64005
"nuchalis","rutilus",316.64005
"nuchalis","bocagei",294.4283
"nuchalis","guadarramae",294.4283
"nuchalis","virescens",294.4283
"nuchalis","hispanicus",294.4283
"nuchalis","vaucheri",294.4283
"nuchalis","carbonelli",294.4283
"nuchalis","liolepis",294.4283
"nuchalis","natrix",294.4281
"nuchalis","astreptophora",294.4281
"nuchalis","helvetica",294.4281
"nuchalis","colchica",294.42815
"nuchalis","fragilis",294.42815
"nuchalis","orbicularis",281.71465
"nuchalis","trinacris",281.71465
"nuchalis","varius",1.1
"nuchalis","ruber",0.3
"nuchalis","nuchalis",0
"nuchalis","salar",449.0728
"nuchalis","trutta",449.0728
"nuchalis","senegalensis",449.0728
"nuchalis","aegyptiaca",449.0728
"salar","bombina",449.0728
"salar","variegata",449.0728
"salar","marmoratus",449.0727
"salar","pygmaeus",449.0727
"salar","ivanbureschi",449.0727
"salar","anatolicus",449.0727
"salar","macedonicus",449.0727
"salar","cristatus",449.0727
"salar","montandoni",449.0727005
"salar","vulgaris",449.0727005
"salar","glareolus",449.07275
"salar","rutilus",449.07275
"salar","bocagei",449.0728
"salar","guadarramae",449.0728
"salar","virescens",449.0728
"salar","hispanicus",449.0728
"salar","vaucheri",449.0728
"salar","carbonelli",449.0728
"salar","liolepis",449.0728
"salar","natrix",449.0726
"salar","astreptophora",449.0726
"salar","helvetica",449.0726
"salar","colchica",449.07265
"salar","fragilis",449.07265
"salar","orbicularis",449.07265
"salar","trinacris",449.07265
"salar","varius",449.0728
"salar","ruber",449.0728
"salar","nuchalis",449.0728
"salar","salar",0
"salar","trutta",8.3
"salar","senegalensis",166
"salar","aegyptiaca",166
"trutta","bombina",449.0728
"trutta","variegata",449.0728
"trutta","marmoratus",449.0727
"trutta","pygmaeus",449.0727
"trutta","ivanbureschi",449.0727
"trutta","anatolicus",449.0727
"trutta","macedonicus",449.0727
"trutta","cristatus",449.0727
"trutta","montandoni",449.0727005
"trutta","vulgaris",449.0727005
"trutta","glareolus",449.07275
"trutta","rutilus",449.07275
"trutta","bocagei",449.0728
"trutta","guadarramae",449.0728
"trutta","virescens",449.0728
"trutta","hispanicus",449.0728
"trutta","vaucheri",449.0728
"trutta","carbonelli",449.0728
"trutta","liolepis",449.0728
"trutta","natrix",449.0726
"trutta","astreptophora",449.0726
"trutta","helvetica",449.0726
"trutta","colchica",449.07265
"trutta","fragilis",449.07265
"trutta","orbicularis",449.07265
"trutta","trinacris",449.07265
"trutta","varius",449.0728
"trutta","ruber",449.0728
"trutta","nuchalis",449.0728
"trutta","salar",8.3
"trutta","trutta",0
"trutta","senegalensis",166
"trutta","aegyptiaca",166
"senegalensis","bombina",449.0728
"senegalensis","variegata",449.0728
"senegalensis","marmoratus",449.0727
"senegalensis","pygmaeus",449.0727
"senegalensis","ivanbureschi",449.0727
"senegalensis","anatolicus",449.0727
"senegalensis","macedonicus",449.0727
"senegalensis","cristatus",449.0727
"senegalensis","montandoni",449.0727005
"senegalensis","vulgaris",449.0727005
"senegalensis","glareolus",449.07275
"senegalensis","rutilus",449.07275
"senegalensis","bocagei",449.0728
"senegalensis","guadarramae",449.0728
"senegalensis","virescens",449.0728
"senegalensis","hispanicus",449.0728
"senegalensis","vaucheri",449.0728
"senegalensis","carbonelli",449.0728
"senegalensis","liolepis",449.0728
"senegalensis","natrix",449.0726
"senegalensis","astreptophora",449.0726
"senegalensis","helvetica",449.0726
"senegalensis","colchica",449.07265
"senegalensis","fragilis",449.07265
"senegalensis","orbicularis",449.07265
"senegalensis","trinacris",449.07265
"senegalensis","varius",449.0728
"senegalensis","ruber",449.0728
"senegalensis","nuchalis",449.0728
"senegalensis","salar",166
"senegalensis","trutta",166
"senegalensis","senegalensis",0
"senegalensis","aegyptiaca",9.6
"aegyptiaca","bombina",449.0728
"aegyptiaca","variegata",449.0728
"aegyptiaca","marmoratus",449.0727
"aegyptiaca","pygmaeus",449.0727
"aegyptiaca","ivanbureschi",449.0727
"aegyptiaca","anatolicus",449.0727
"aegyptiaca","macedonicus",449.0727
"aegyptiaca","cristatus",449.0727
"aegyptiaca","montandoni",449.0727005
"aegyptiaca","vulgaris",449.0727005
"aegyptiaca","glareolus",449.07275
"aegyptiaca","rutilus",449.07275
"aegyptiaca","bocagei",449.0728
"aegyptiaca","guadarramae",449.0728
"aegyptiaca","virescens",449.0728
"aegyptiaca","hispanicus",449.0728
"aegyptiaca","vaucheri",449.0728
"aegyptiaca","carbonelli",449.0728
"aegyptiaca","liolepis",449.0728
"aegyptiaca","natrix",449.0726
"aegyptiaca","astreptophora",449.0726
"aegyptiaca","helvetica",449.0726
"aegyptiaca","colchica",449.07265
"aegyptiaca","fragilis",449.07265
"aegyptiaca","orbicularis",449.07265
"aegyptiaca","trinacris",449.07265
"aegyptiaca","varius",449.0728
"aegyptiaca","ruber",449.0728
"aegyptiaca","nuchalis",449.0728
"aegyptiaca","salar",166
"aegyptiaca","trutta",166
"aegyptiaca","senegalensis",9.6
"aegyptiaca","aegyptiaca",0
